pertanyaan;jawaban;kategori
jika belum semester akhir, apa boleh melakukan pengajuan judul ta?;https://www.canva.com/design/DAEXTQrCQKo/LkHate9DHNcgm3Sv7pZifg/view?utm_campaign=designshare&utm_content=DAEXTQrCQKo&utm_medium=link&utm_source=publishsharelink#6;Layanan akademik
apakah saya bisa mengikuti seminar tugas akhir pada bulan ini?;Layanan Pendaftaran Seminar Tugas Akhir yaitu dengan menyerakahkan/mengupload berkas persyaratan seminar dapat dilaksanakan secara daring Silahkan Isi link berikut https://docs.google.com/forms/d/e/1FAIpQLSdO9DN2HxwKkyCe_UNYmptIsYwP4DAqKeMNzSQPWxcALIaMRg/viewform?hr_submission=ChgI5P6303cSEAjynuzh9gESBwiM3d719QEQAQ;Layanan akademik
bagaimana cara pendaftaran seminar ta1 secara online?;Layanan Pendaftaran Seminar Tugas Akhir yaitu dengan menyerakahkan/mengupload berkas persyaratan seminar dapat dilaksanakan secara daring Silahkan Isi link berikut https://docs.google.com/forms/d/e/1FAIpQLSdO9DN2HxwKkyCe_UNYmptIsYwP4DAqKeMNzSQPWxcALIaMRg/viewform?hr_submission=ChgI5P6303cSEAjynuzh9gESBwiM3d719QEQAQ;Layanan akademik
info layanan pendaftaran seminar tugas akhir?;Layanan Pendaftaran Seminar Tugas Akhir yaitu dengan menyerakahkan/mengupload berkas persyaratan seminar dapat dilaksanakan secara daring Silahkan Isi link berikut https://docs.google.com/forms/d/e/1FAIpQLSdO9DN2HxwKkyCe_UNYmptIsYwP4DAqKeMNzSQPWxcALIaMRg/viewform?hr_submission=ChgI5P6303cSEAjynuzh9gESBwiM3d719QEQAQ;Layanan akademik
saya mau menyerahkan berkas daftar seminar ta1, apakah bisa kirim offline/online?;Layanan Pendaftaran Seminar Tugas Akhir yaitu dengan menyerakahkan/mengupload berkas persyaratan seminar dapat dilaksanakan secara daring Silahkan Isi link berikut https://docs.google.com/forms/d/e/1FAIpQLSdO9DN2HxwKkyCe_UNYmptIsYwP4DAqKeMNzSQPWxcALIaMRg/viewform?hr_submission=ChgI5P6303cSEAjynuzh9gESBwiM3d719QEQAQ;Layanan akademik
tutorial mengajukan permohonan seminar ta?;Layanan Pendaftaran Seminar Tugas Akhir yaitu dengan menyerakahkan/mengupload berkas persyaratan seminar dapat dilaksanakan secara daring Silahkan Isi link berikut https://docs.google.com/forms/d/e/1FAIpQLSdO9DN2HxwKkyCe_UNYmptIsYwP4DAqKeMNzSQPWxcALIaMRg/viewform?hr_submission=ChgI5P6303cSEAjynuzh9gESBwiM3d719QEQAQ;Layanan akademik
apa yang harus saya persiapkan untuk menjalankan sidang ta offline?;"Layanan pendaftaran Sidang
1. Mahasiswa mempersiapkan naskah Tugas Akhir dan catatan revisi (S.06) sebagai bukti telah melaksanakan seluruh revisi yang diberikan sesuai saran penguji seminar pada form S.04
2. Mahasiswa mempersiapkan kelengkapan pendaftaran sidang sesuai form SP.013
Mahasiswa menunjukkan catatan revisi dan kelengkapan pendaftaran sidang, melengkapi form Persetujuan Sidang Tugas Akhir (SP.02), dan meminta persetujuan pembimbing
4.Mahasiswa menyerahkan kelengkapan pendaftaran sidang pada TU Jurusan
5.TU Jurusan mendata kelengkapan administrasi dan menentukan jadwal sidang
6.TU Jurusan mengumumkan jadwal sidang Tugas Akhir
7.TU Jurusan memberikan jadwal sidang dan naskah Tugas Akhir kepada penguji";Layanan akademik
bagaimana alur daftar sidang?;"Layanan pendaftaran Sidang
1. Mahasiswa mempersiapkan naskah Tugas Akhir dan catatan revisi (S.06) sebagai bukti telah melaksanakan seluruh revisi yang diberikan sesuai saran penguji seminar pada form S.04
2. Mahasiswa mempersiapkan kelengkapan pendaftaran sidang sesuai form SP.013
Mahasiswa menunjukkan catatan revisi dan kelengkapan pendaftaran sidang, melengkapi form Persetujuan Sidang Tugas Akhir (SP.02), dan meminta persetujuan pembimbing
4.Mahasiswa menyerahkan kelengkapan pendaftaran sidang pada TU Jurusan
5.TU Jurusan mendata kelengkapan administrasi dan menentukan jadwal sidang
6.TU Jurusan mengumumkan jadwal sidang Tugas Akhir
7.TU Jurusan memberikan jadwal sidang dan naskah Tugas Akhir kepada penguji";Layanan akademik
kalau mau sidang harus gimana?;"Layanan pendaftaran Sidang
1. Mahasiswa mempersiapkan naskah Tugas Akhir dan catatan revisi (S.06) sebagai bukti telah melaksanakan seluruh revisi yang diberikan sesuai saran penguji seminar pada form S.04
2. Mahasiswa mempersiapkan kelengkapan pendaftaran sidang sesuai form SP.013
Mahasiswa menunjukkan catatan revisi dan kelengkapan pendaftaran sidang, melengkapi form Persetujuan Sidang Tugas Akhir (SP.02), dan meminta persetujuan pembimbing
4.Mahasiswa menyerahkan kelengkapan pendaftaran sidang pada TU Jurusan
5.TU Jurusan mendata kelengkapan administrasi dan menentukan jadwal sidang
6.TU Jurusan mengumumkan jadwal sidang Tugas Akhir
7.TU Jurusan memberikan jadwal sidang dan naskah Tugas Akhir kepada penguji";Layanan akademik
saya ingin mendaftar sidang ta secara online, bagaimana prosedurnya?;"Layanan pendaftaran Sidang
1. Mahasiswa mempersiapkan naskah Tugas Akhir dan catatan revisi (S.06) sebagai bukti telah melaksanakan seluruh revisi yang diberikan sesuai saran penguji seminar pada form S.04
2. Mahasiswa mempersiapkan kelengkapan pendaftaran sidang sesuai form SP.013
Mahasiswa menunjukkan catatan revisi dan kelengkapan pendaftaran sidang, melengkapi form Persetujuan Sidang Tugas Akhir (SP.02), dan meminta persetujuan pembimbing
4.Mahasiswa menyerahkan kelengkapan pendaftaran sidang pada TU Jurusan
5.TU Jurusan mendata kelengkapan administrasi dan menentukan jadwal sidang
6.TU Jurusan mengumumkan jadwal sidang Tugas Akhir
7.TU Jurusan memberikan jadwal sidang dan naskah Tugas Akhir kepada penguji";Layanan akademik
tutorial mendaftar sidang tugas akhir gimana?;"Layanan pendaftaran Sidang
1. Mahasiswa mempersiapkan naskah Tugas Akhir dan catatan revisi (S.06) sebagai bukti telah melaksanakan seluruh revisi yang diberikan sesuai saran penguji seminar pada form S.04
2. Mahasiswa mempersiapkan kelengkapan pendaftaran sidang sesuai form SP.013
Mahasiswa menunjukkan catatan revisi dan kelengkapan pendaftaran sidang, melengkapi form Persetujuan Sidang Tugas Akhir (SP.02), dan meminta persetujuan pembimbing
4.Mahasiswa menyerahkan kelengkapan pendaftaran sidang pada TU Jurusan
5.TU Jurusan mendata kelengkapan administrasi dan menentukan jadwal sidang
6.TU Jurusan mengumumkan jadwal sidang Tugas Akhir
7.TU Jurusan memberikan jadwal sidang dan naskah Tugas Akhir kepada penguji";Layanan akademik
urutan pengajuan sidang ta seperti apa?;"Layanan pendaftaran Sidang
1. Mahasiswa mempersiapkan naskah Tugas Akhir dan catatan revisi (S.06) sebagai bukti telah melaksanakan seluruh revisi yang diberikan sesuai saran penguji seminar pada form S.04
2. Mahasiswa mempersiapkan kelengkapan pendaftaran sidang sesuai form SP.013
Mahasiswa menunjukkan catatan revisi dan kelengkapan pendaftaran sidang, melengkapi form Persetujuan Sidang Tugas Akhir (SP.02), dan meminta persetujuan pembimbing
4.Mahasiswa menyerahkan kelengkapan pendaftaran sidang pada TU Jurusan
5.TU Jurusan mendata kelengkapan administrasi dan menentukan jadwal sidang
6.TU Jurusan mengumumkan jadwal sidang Tugas Akhir
7.TU Jurusan memberikan jadwal sidang dan naskah Tugas Akhir kepada penguji";Layanan akademik
apa syarat yang harus saya lengkapi untuk mendaftar seminar ta?;Mahasiswa dapat mendaftar untuk melaksanakan seminar Tugas Akhir setelah mendapatkan persetujuan dari pembimbing (pada form S.02), telah menyelesaikan bagian analisis dan perancangan serta telah membuat prototype. Untuk dapat mendaftar seminar, mahasiswa harus mengambil mata kuliah Tugas Akhir I (TA I), yang dibuktikan dengan melampirkan KRS. Selain itu, mahasiswa juga diwajibkan mengikuti dan lolos tes panduan tugas akhir dengan nilai minimal 70. Persyaratan terakhir yang juga harus dipenuhi adalah telah menghadiri minimal 5 seminar Tugas Akhir. Ceklis persyaratan yang harus dipenuhu untuk mendaftar seminar Tugas Akhir diberikan pada form S.01. ;Layanan akademik
berkas apa saja yang dibutuhkan jika ingin mendaftar seminar proposal?;Mahasiswa dapat mendaftar untuk melaksanakan seminar Tugas Akhir setelah mendapatkan persetujuan dari pembimbing (pada form S.02), telah menyelesaikan bagian analisis dan perancangan serta telah membuat prototype. Untuk dapat mendaftar seminar, mahasiswa harus mengambil mata kuliah Tugas Akhir I (TA I), yang dibuktikan dengan melampirkan KRS. Selain itu, mahasiswa juga diwajibkan mengikuti dan lolos tes panduan tugas akhir dengan nilai minimal 70. Persyaratan terakhir yang juga harus dipenuhi adalah telah menghadiri minimal 5 seminar Tugas Akhir. Ceklis persyaratan yang harus dipenuhu untuk mendaftar seminar Tugas Akhir diberikan pada form S.01. ;Layanan akademik
dokumen apa yang disiapkan untuk melaksanakan seminar skripsi?;Mahasiswa dapat mendaftar untuk melaksanakan seminar Tugas Akhir setelah mendapatkan persetujuan dari pembimbing (pada form S.02), telah menyelesaikan bagian analisis dan perancangan serta telah membuat prototype. Untuk dapat mendaftar seminar, mahasiswa harus mengambil mata kuliah Tugas Akhir I (TA I), yang dibuktikan dengan melampirkan KRS. Selain itu, mahasiswa juga diwajibkan mengikuti dan lolos tes panduan tugas akhir dengan nilai minimal 70. Persyaratan terakhir yang juga harus dipenuhi adalah telah menghadiri minimal 5 seminar Tugas Akhir. Ceklis persyaratan yang harus dipenuhu untuk mendaftar seminar Tugas Akhir diberikan pada form S.01. ;Layanan akademik
gimana si caranya seminar tugas akhir?;Mahasiswa dapat mendaftar untuk melaksanakan seminar Tugas Akhir setelah mendapatkan persetujuan dari pembimbing (pada form S.02), telah menyelesaikan bagian analisis dan perancangan serta telah membuat prototype. Untuk dapat mendaftar seminar, mahasiswa harus mengambil mata kuliah Tugas Akhir I (TA I), yang dibuktikan dengan melampirkan KRS. Selain itu, mahasiswa juga diwajibkan mengikuti dan lolos tes panduan tugas akhir dengan nilai minimal 70. Persyaratan terakhir yang juga harus dipenuhi adalah telah menghadiri minimal 5 seminar Tugas Akhir. Ceklis persyaratan yang harus dipenuhu untuk mendaftar seminar Tugas Akhir diberikan pada form S.01. ;Layanan akademik
alur permohonan izin wawancara perusahaan keperluan tugas akhir!;mengisi Blanko_Izin_Pengambilan_Data_Tugas_Akhir.docx. Setelah di isi dengan lengkap dan di tanda tangani form ini diserahkan ke Seketariat Fakultas;Layanan akademik
bagaimana prosedur pengajuan surat ambil data perusahaan untuk ta?;mengisi Blanko_Izin_Pengambilan_Data_Tugas_Akhir.docx. Setelah di isi dengan lengkap dan di tanda tangani form ini diserahkan ke Seketariat Fakultas;Layanan akademik
bagaimana tatacara pembuatan surat izin pengumpulan data bahan penelitian tugas akhir?;mengisi Blanko_Izin_Pengambilan_Data_Tugas_Akhir.docx. Setelah di isi dengan lengkap dan di tanda tangani form ini diserahkan ke Seketariat Fakultas;Layanan akademik
langkah-langkah yang harus dilakukan untuk dapat izin wawancara perusahaan?;mengisi Blanko_Izin_Pengambilan_Data_Tugas_Akhir.docx. Setelah di isi dengan lengkap dan di tanda tangani form ini diserahkan ke Seketariat Fakultas;Layanan akademik
syarat apa saja untuk mendapatkan surat jalan pengambilan data perusahaan untuk skripsi?;mengisi Blanko_Izin_Pengambilan_Data_Tugas_Akhir.docx. Setelah di isi dengan lengkap dan di tanda tangani form ini diserahkan ke Seketariat Fakultas;Layanan akademik
tahapan memperoleh surat jalan pengumpulan data skripsi apa saja?;mengisi Blanko_Izin_Pengambilan_Data_Tugas_Akhir.docx. Setelah di isi dengan lengkap dan di tanda tangani form ini diserahkan ke Seketariat Fakultas;Layanan akademik
bagaimana cara mendapat form seminar tugas akhir?;S.01-Pendaftaran Seminar Tugas Akhir.docx;Layanan akademik
dokumen/berkas persetujuan seminar ta bisa di unduh dimana?;S.01-Pendaftaran Seminar Tugas Akhir.docx;Layanan akademik
formulir/blangko seminar skripsi!;S.01-Pendaftaran Seminar Tugas Akhir.docx;Layanan akademik
download form permohonan persetujuan sempro?;S.02-Persetujuan Seminar Tugas Akhir.docx;Layanan akademik
mau minta file format permohonan persetujuan seminar proposal?;S.02-Persetujuan Seminar Tugas Akhir.docx;Layanan akademik
template dokumen persetujuan sempro bisa di unduh dimana?;S.02-Persetujuan Seminar Tugas Akhir.docx;Layanan akademik
dokumen Daftar Hadir Peserta Seminar Tugas Akhir docx?;S.05-Daftar Hadir Peserta Seminar Tugas Akhir.docx;Layanan akademik
download form daftar hadir peserta seminar ta dimana?;S.05-Daftar Hadir Peserta Seminar Tugas Akhir.docx;Layanan akademik
min ingin minta file doc/pdf daftar hadir peserta sempro tugas akhir?;S.05-Daftar Hadir Peserta Seminar Tugas Akhir.docx;Layanan akademik
unduh file template daftar hadir peserta seminar proposal?;S.05-Daftar Hadir Peserta Seminar Tugas Akhir.docx;Layanan akademik
dimana mendapatkan form pengajuan maju sidang ta?;SP.01-Pendaftaran Sidang Tugas Akhir.docx;Layanan akademik
dokumen/berkas perdaftaran pendadaran ta?;SP.01-Pendaftaran Sidang Tugas Akhir.docx;Layanan akademik
template/format sempro?;SP.01-Pendaftaran Sidang Tugas Akhir.docx;Layanan akademik
dimana download bukti persetujuan sidang tugas akhir?;SP.02-Persetujuan Sidang Tugas Akhir.docx;Layanan akademik
minta formulir untuk persetujuan sidang skripsi?;SP.02-Persetujuan Sidang Tugas Akhir.docx;Layanan akademik
unduh file template persetujuan sidang tugas akhir?;SP.02-Persetujuan Sidang Tugas Akhir.docx;Layanan akademik
alur pengajuan yudisium?;"Alur Pengajuan Yudisium
1. Mahasiswa mencetak naskah Tugas Akhir dan menjilid hard cover (Jumlah 3 eksemplar)
2. Mahasiswa meminta pengesahan naskah Tugas Akhir pada pembimbing dan Ketua Jurusan
3. Mahasiswa menyiapkan dokumentasi Tugas Akhir dalam bentuk CD dan mengunggah dokumentasi Tugas Akhir
4. Mahasiswa mengikuti tes TOEFL di UPT Lab. Bahasa UPNVY
5. Mahasiswa mengajukan surat bebas Lab. ke TU Laboratorium
6. Mahasiswa menyerahkan Naskah Tugas Akhir hard cover dan CD ke Perpustakaan(Jumlah  1 eksemplar)
7. Mahasiswa mengajukan surat bebas Perpustakaan ke Perpus Fakultas dan Universitas
8. Mahasiswa menyerahkan naskah Tugas Akhir lengkap berupa soft copy kepada Pembimbing
9. Mahasiswa mempersiapkan kelengkapan Yudisium sesuai form Y.01
10. Mahasiswa menyerahkan form Yudisium dan dokumen persyaratan Yudisium ke TU Jurusan
11. TU Jurusan melakukan pengecekan kelengkapan dokumen pendaftaran Yudisium dan mengarsip seluruh kelengkapan
12. TU Jurusan menyampaikan nama-nama mahasiswa yang mengajukan Yudisium pada Koordinator Program Studi
13. Ketua Jurusan dan Koord. Prodi melakukan rapat Yudisium
14. Ketua Jurusan dan Koord. Prodi mengumumkan hasil rapat Yudisium
15. Mahasiswa melengkapi ulang syarat Yudisium dan mengajukan ulang kelengkapan ke TU Jurusan
16. TU Jurusan menerbitkan Surat Keterangan Lulus (SKL)
17. TU Jurusan melaporkan hasil Yudisium ke Fakultas";Layanan akademik
apa saja tahapan pendaftaran yudisium?;"Alur Pengajuan Yudisium
1. Mahasiswa mencetak naskah Tugas Akhir dan menjilid hard cover (Jumlah 3 eksemplar)
2. Mahasiswa meminta pengesahan naskah Tugas Akhir pada pembimbing dan Ketua Jurusan
3. Mahasiswa menyiapkan dokumentasi Tugas Akhir dalam bentuk CD dan mengunggah dokumentasi Tugas Akhir
4. Mahasiswa mengikuti tes TOEFL di UPT Lab. Bahasa UPNVY
5. Mahasiswa mengajukan surat bebas Lab. ke TU Laboratorium
6. Mahasiswa menyerahkan Naskah Tugas Akhir hard cover dan CD ke Perpustakaan(Jumlah  1 eksemplar)
7. Mahasiswa mengajukan surat bebas Perpustakaan ke Perpus Fakultas dan Universitas
8. Mahasiswa menyerahkan naskah Tugas Akhir lengkap berupa soft copy kepada Pembimbing
9. Mahasiswa mempersiapkan kelengkapan Yudisium sesuai form Y.01
10. Mahasiswa menyerahkan form Yudisium dan dokumen persyaratan Yudisium ke TU Jurusan
11. TU Jurusan melakukan pengecekan kelengkapan dokumen pendaftaran Yudisium dan mengarsip seluruh kelengkapan
12. TU Jurusan menyampaikan nama-nama mahasiswa yang mengajukan Yudisium pada Koordinator Program Studi
13. Ketua Jurusan dan Koord. Prodi melakukan rapat Yudisium
14. Ketua Jurusan dan Koord. Prodi mengumumkan hasil rapat Yudisium
15. Mahasiswa melengkapi ulang syarat Yudisium dan mengajukan ulang kelengkapan ke TU Jurusan
16. TU Jurusan menerbitkan Surat Keterangan Lulus (SKL)
17. TU Jurusan melaporkan hasil Yudisium ke Fakultas";Layanan akademik
apa saja yang harus saya lakukan untuk mendaftar yudisium?;"Alur Pengajuan Yudisium
1. Mahasiswa mencetak naskah Tugas Akhir dan menjilid hard cover (Jumlah 3 eksemplar)
2. Mahasiswa meminta pengesahan naskah Tugas Akhir pada pembimbing dan Ketua Jurusan
3. Mahasiswa menyiapkan dokumentasi Tugas Akhir dalam bentuk CD dan mengunggah dokumentasi Tugas Akhir
4. Mahasiswa mengikuti tes TOEFL di UPT Lab. Bahasa UPNVY
5. Mahasiswa mengajukan surat bebas Lab. ke TU Laboratorium
6. Mahasiswa menyerahkan Naskah Tugas Akhir hard cover dan CD ke Perpustakaan(Jumlah  1 eksemplar)
7. Mahasiswa mengajukan surat bebas Perpustakaan ke Perpus Fakultas dan Universitas
8. Mahasiswa menyerahkan naskah Tugas Akhir lengkap berupa soft copy kepada Pembimbing
9. Mahasiswa mempersiapkan kelengkapan Yudisium sesuai form Y.01
10. Mahasiswa menyerahkan form Yudisium dan dokumen persyaratan Yudisium ke TU Jurusan
11. TU Jurusan melakukan pengecekan kelengkapan dokumen pendaftaran Yudisium dan mengarsip seluruh kelengkapan
12. TU Jurusan menyampaikan nama-nama mahasiswa yang mengajukan Yudisium pada Koordinator Program Studi
13. Ketua Jurusan dan Koord. Prodi melakukan rapat Yudisium
14. Ketua Jurusan dan Koord. Prodi mengumumkan hasil rapat Yudisium
15. Mahasiswa melengkapi ulang syarat Yudisium dan mengajukan ulang kelengkapan ke TU Jurusan
16. TU Jurusan menerbitkan Surat Keterangan Lulus (SKL)
17. TU Jurusan melaporkan hasil Yudisium ke Fakultas";Layanan akademik
apa yang harus dilaksanakan ketika saya ingin menyerahkan dokumen-dokumen persyaratan permohonan yudisium?;"Alur Pengajuan Yudisium
1. Mahasiswa mencetak naskah Tugas Akhir dan menjilid hard cover (Jumlah 3 eksemplar)
2. Mahasiswa meminta pengesahan naskah Tugas Akhir pada pembimbing dan Ketua Jurusan
3. Mahasiswa menyiapkan dokumentasi Tugas Akhir dalam bentuk CD dan mengunggah dokumentasi Tugas Akhir
4. Mahasiswa mengikuti tes TOEFL di UPT Lab. Bahasa UPNVY
5. Mahasiswa mengajukan surat bebas Lab. ke TU Laboratorium
6. Mahasiswa menyerahkan Naskah Tugas Akhir hard cover dan CD ke Perpustakaan(Jumlah  1 eksemplar)
7. Mahasiswa mengajukan surat bebas Perpustakaan ke Perpus Fakultas dan Universitas
8. Mahasiswa menyerahkan naskah Tugas Akhir lengkap berupa soft copy kepada Pembimbing
9. Mahasiswa mempersiapkan kelengkapan Yudisium sesuai form Y.01
10. Mahasiswa menyerahkan form Yudisium dan dokumen persyaratan Yudisium ke TU Jurusan
11. TU Jurusan melakukan pengecekan kelengkapan dokumen pendaftaran Yudisium dan mengarsip seluruh kelengkapan
12. TU Jurusan menyampaikan nama-nama mahasiswa yang mengajukan Yudisium pada Koordinator Program Studi
13. Ketua Jurusan dan Koord. Prodi melakukan rapat Yudisium
14. Ketua Jurusan dan Koord. Prodi mengumumkan hasil rapat Yudisium
15. Mahasiswa melengkapi ulang syarat Yudisium dan mengajukan ulang kelengkapan ke TU Jurusan
16. TU Jurusan menerbitkan Surat Keterangan Lulus (SKL)
17. TU Jurusan melaporkan hasil Yudisium ke Fakultas";Layanan akademik
bagaimana langkah untuk yudisium?;"Alur Pengajuan Yudisium
1. Mahasiswa mencetak naskah Tugas Akhir dan menjilid hard cover (Jumlah 3 eksemplar)
2. Mahasiswa meminta pengesahan naskah Tugas Akhir pada pembimbing dan Ketua Jurusan
3. Mahasiswa menyiapkan dokumentasi Tugas Akhir dalam bentuk CD dan mengunggah dokumentasi Tugas Akhir
4. Mahasiswa mengikuti tes TOEFL di UPT Lab. Bahasa UPNVY
5. Mahasiswa mengajukan surat bebas Lab. ke TU Laboratorium
6. Mahasiswa menyerahkan Naskah Tugas Akhir hard cover dan CD ke Perpustakaan(Jumlah  1 eksemplar)
7. Mahasiswa mengajukan surat bebas Perpustakaan ke Perpus Fakultas dan Universitas
8. Mahasiswa menyerahkan naskah Tugas Akhir lengkap berupa soft copy kepada Pembimbing
9. Mahasiswa mempersiapkan kelengkapan Yudisium sesuai form Y.01
10. Mahasiswa menyerahkan form Yudisium dan dokumen persyaratan Yudisium ke TU Jurusan
11. TU Jurusan melakukan pengecekan kelengkapan dokumen pendaftaran Yudisium dan mengarsip seluruh kelengkapan
12. TU Jurusan menyampaikan nama-nama mahasiswa yang mengajukan Yudisium pada Koordinator Program Studi
13. Ketua Jurusan dan Koord. Prodi melakukan rapat Yudisium
14. Ketua Jurusan dan Koord. Prodi mengumumkan hasil rapat Yudisium
15. Mahasiswa melengkapi ulang syarat Yudisium dan mengajukan ulang kelengkapan ke TU Jurusan
16. TU Jurusan menerbitkan Surat Keterangan Lulus (SKL)
17. TU Jurusan melaporkan hasil Yudisium ke Fakultas";Layanan akademik
