pertanyaan;jawaban;intent;label
saya tidak bisa mengakses info akun email upn, kenapa?;Untuk mahasiswa yang di CBIS nya belum muncul, silakan membuka tiket di helpdesk.upnyk.ac.id dengan subjek email institusi belum ada;cbis;lokasi dan fasilitas
apa yang harus saya lakukan ketika saya lupa password cbis?;untuk penggantian password cbis dapat di laporkan ke dosen wali atau admin if /si;cbis;lokasi dan fasilitas
kepada siapa saya harus menginformasikan saya tidak ingat sandi cbis?;untuk penggantian password cbis dapat di laporkan ke dosen wali atau admin if /si;cbis;lokasi dan fasilitas
prosedur apa yang harus saya lakukan untuk mengganti pin cbis?;untuk penggantian password cbis dapat di laporkan ke dosen wali atau admin if /si;cbis;lokasi dan fasilitas
saya lupa kode sandi cbis saya, kalau mau ganti bagaimana caranya?;untuk penggantian password cbis dapat di laporkan ke dosen wali atau admin if /si;cbis;lokasi dan fasilitas
saya lupa pin cbis, bagaimana saya harus meurusnya?;untuk penggantian password cbis dapat di laporkan ke dosen wali atau admin if /si;cbis;lokasi dan fasilitas
tahap apa saja yang dijalani untuk mengubah pin cbis?;untuk penggantian password cbis dapat di laporkan ke dosen wali atau admin if /si;cbis;lokasi dan fasilitas
apa kegunaan mendapatkan email institusi?;"Di coba saja. Selama ada kontak dengan upn bisa digunakan.
1. Seperti penggunaan google classroom terbatas jika dosen membuat classroom pakai email upnyk hanya mhs dengan email upnyk yang dapat masuk ke kelas tsb.
2. ScienceDirect dari Elsevier
Database E-Journal ScienceDirect dari Elsevier memuat berbagai artikel jurnal disiplin ilmu mulai dr Teknik, Agriculture, Kesehatan hingga Sosial Science, Bisnis, Management, Accounting ada semuanya.
Akses dengan Jaringan kampus tanpa username dan password atau login dengan Email institusi
3. E-jounal Wiley
Akses E-Journal Wiley juga sudah aktif, silahkan diakses melalui jaringan kampus, gratis dan fulltext atau login dengan Email institusi.
4. ejournal ProQuest
Ini baru beberapa jurnal elektronik yg dilanggan #upnvy. Mau tau lebih banyak lagi kunjungi saja https://search.proquest.com gratis menggunakan wifi kampus / silahkan meminta username dan password untuk mengaksesnya diluar jaringan internet kampus / login dengan Email institusi.";email;lokasi dan fasilitas
email mahasiswa bisa di manfaatkan untuk apa saja?;"Di coba saja. Selama ada kontak dengan upn bisa digunakan.
1. Seperti penggunaan google classroom terbatas jika dosen membuat classroom pakai email upnyk hanya mhs dengan email upnyk yang dapat masuk ke kelas tsb.
2. ScienceDirect dari Elsevier
Database E-Journal ScienceDirect dari Elsevier memuat berbagai artikel jurnal disiplin ilmu mulai dr Teknik, Agriculture, Kesehatan hingga Sosial Science, Bisnis, Management, Accounting ada semuanya.
Akses dengan Jaringan kampus tanpa username dan password atau login dengan Email institusi
3. E-jounal Wiley
Akses E-Journal Wiley juga sudah aktif, silahkan diakses melalui jaringan kampus, gratis dan fulltext atau login dengan Email institusi.
4. ejournal ProQuest
Ini baru beberapa jurnal elektronik yg dilanggan #upnvy. Mau tau lebih banyak lagi kunjungi saja https://search.proquest.com gratis menggunakan wifi kampus / silahkan meminta username dan password untuk mengaksesnya diluar jaringan internet kampus / login dengan Email institusi.";email;lokasi dan fasilitas
fungsi email @student upnyk ac id?;"Di coba saja. Selama ada kontak dengan upn bisa digunakan.
1. Seperti penggunaan google classroom terbatas jika dosen membuat classroom pakai email upnyk hanya mhs dengan email upnyk yang dapat masuk ke kelas tsb.
2. ScienceDirect dari Elsevier
Database E-Journal ScienceDirect dari Elsevier memuat berbagai artikel jurnal disiplin ilmu mulai dr Teknik, Agriculture, Kesehatan hingga Sosial Science, Bisnis, Management, Accounting ada semuanya.
Akses dengan Jaringan kampus tanpa username dan password atau login dengan Email institusi
3. E-jounal Wiley
Akses E-Journal Wiley juga sudah aktif, silahkan diakses melalui jaringan kampus, gratis dan fulltext atau login dengan Email institusi.
4. ejournal ProQuest
Ini baru beberapa jurnal elektronik yg dilanggan #upnvy. Mau tau lebih banyak lagi kunjungi saja https://search.proquest.com gratis menggunakan wifi kampus / silahkan meminta username dan password untuk mengaksesnya diluar jaringan internet kampus / login dengan Email institusi.";email;lokasi dan fasilitas
keuntungan yang diperoleh dengan menggunakan email mahasiswa?;"Di coba saja. Selama ada kontak dengan upn bisa digunakan.
1. Seperti penggunaan google classroom terbatas jika dosen membuat classroom pakai email upnyk hanya mhs dengan email upnyk yang dapat masuk ke kelas tsb.
2. ScienceDirect dari Elsevier
Database E-Journal ScienceDirect dari Elsevier memuat berbagai artikel jurnal disiplin ilmu mulai dr Teknik, Agriculture, Kesehatan hingga Sosial Science, Bisnis, Management, Accounting ada semuanya.
Akses dengan Jaringan kampus tanpa username dan password atau login dengan Email institusi
3. E-jounal Wiley
Akses E-Journal Wiley juga sudah aktif, silahkan diakses melalui jaringan kampus, gratis dan fulltext atau login dengan Email institusi.
4. ejournal ProQuest
Ini baru beberapa jurnal elektronik yg dilanggan #upnvy. Mau tau lebih banyak lagi kunjungi saja https://search.proquest.com gratis menggunakan wifi kampus / silahkan meminta username dan password untuk mengaksesnya diluar jaringan internet kampus / login dengan Email institusi.";email;lokasi dan fasilitas
surel institusi dapat digunakan untuk apa saja?;"Di coba saja. Selama ada kontak dengan upn bisa digunakan.
1. Seperti penggunaan google classroom terbatas jika dosen membuat classroom pakai email upnyk hanya mhs dengan email upnyk yang dapat masuk ke kelas tsb.
2. ScienceDirect dari Elsevier
Database E-Journal ScienceDirect dari Elsevier memuat berbagai artikel jurnal disiplin ilmu mulai dr Teknik, Agriculture, Kesehatan hingga Sosial Science, Bisnis, Management, Accounting ada semuanya.
Akses dengan Jaringan kampus tanpa username dan password atau login dengan Email institusi
3. E-jounal Wiley
Akses E-Journal Wiley juga sudah aktif, silahkan diakses melalui jaringan kampus, gratis dan fulltext atau login dengan Email institusi.
4. ejournal ProQuest
Ini baru beberapa jurnal elektronik yg dilanggan #upnvy. Mau tau lebih banyak lagi kunjungi saja https://search.proquest.com gratis menggunakan wifi kampus / silahkan meminta username dan password untuk mengaksesnya diluar jaringan internet kampus / login dengan Email institusi.";email;lokasi dan fasilitas
tutorial mengganti pin cbis bagaimana?;"Di coba saja. Selama ada kontak dengan upn bisa digunakan.
1. Seperti penggunaan google classroom terbatas jika dosen membuat classroom pakai email upnyk hanya mhs dengan email upnyk yang dapat masuk ke kelas tsb.
2. ScienceDirect dari Elsevier
Database E-Journal ScienceDirect dari Elsevier memuat berbagai artikel jurnal disiplin ilmu mulai dr Teknik, Agriculture, Kesehatan hingga Sosial Science, Bisnis, Management, Accounting ada semuanya.
Akses dengan Jaringan kampus tanpa username dan password atau login dengan Email institusi
3. E-jounal Wiley
Akses E-Journal Wiley juga sudah aktif, silahkan diakses melalui jaringan kampus, gratis dan fulltext atau login dengan Email institusi.
4. ejournal ProQuest
Ini baru beberapa jurnal elektronik yg dilanggan #upnvy. Mau tau lebih banyak lagi kunjungi saja https://search.proquest.com gratis menggunakan wifi kampus / silahkan meminta username dan password untuk mengaksesnya diluar jaringan internet kampus / login dengan Email institusi.";email;lokasi dan fasilitas
untuk apa email mahasiswa?;"Di coba saja. Selama ada kontak dengan upn bisa digunakan.
1. Seperti penggunaan google classroom terbatas jika dosen membuat classroom pakai email upnyk hanya mhs dengan email upnyk yang dapat masuk ke kelas tsb.
2. ScienceDirect dari Elsevier
Database E-Journal ScienceDirect dari Elsevier memuat berbagai artikel jurnal disiplin ilmu mulai dr Teknik, Agriculture, Kesehatan hingga Sosial Science, Bisnis, Management, Accounting ada semuanya.
Akses dengan Jaringan kampus tanpa username dan password atau login dengan Email institusi
3. E-jounal Wiley
Akses E-Journal Wiley juga sudah aktif, silahkan diakses melalui jaringan kampus, gratis dan fulltext atau login dengan Email institusi.
4. ejournal ProQuest
Ini baru beberapa jurnal elektronik yg dilanggan #upnvy. Mau tau lebih banyak lagi kunjungi saja https://search.proquest.com gratis menggunakan wifi kampus / silahkan meminta username dan password untuk mengaksesnya diluar jaringan internet kampus / login dengan Email institusi.";email;lokasi dan fasilitas
untuk student email ini bisa digunakan untuk keperluan lain tidak pak (Seperti office education /  Google Drive dll)? ;"Di coba saja. Selama ada kontak dengan upn bisa digunakan.
1. Seperti penggunaan google classroom terbatas jika dosen membuat classroom pakai email upnyk hanya mhs dengan email upnyk yang dapat masuk ke kelas tsb.
2. ScienceDirect dari Elsevier
Database E-Journal ScienceDirect dari Elsevier memuat berbagai artikel jurnal disiplin ilmu mulai dr Teknik, Agriculture, Kesehatan hingga Sosial Science, Bisnis, Management, Accounting ada semuanya.
Akses dengan Jaringan kampus tanpa username dan password atau login dengan Email institusi
3. E-jounal Wiley
Akses E-Journal Wiley juga sudah aktif, silahkan diakses melalui jaringan kampus, gratis dan fulltext atau login dengan Email institusi.
4. ejournal ProQuest
Ini baru beberapa jurnal elektronik yg dilanggan #upnvy. Mau tau lebih banyak lagi kunjungi saja https://search.proquest.com gratis menggunakan wifi kampus / silahkan meminta username dan password untuk mengaksesnya diluar jaringan internet kampus / login dengan Email institusi.";email;lokasi dan fasilitas
apa yang saya lakukan pertama kali untuk mengakses email student?;"Pada tahun ajaran 2020/2021 UPN Veteran Yogyakarta telah membuat email institusi untuk setiap mahasiswa dengan alamat email nim@student.upnyk.ac.id dengan panduan login pertama terlampir.
Panduan login pertama kali email institusi @student.upnyk.ac.id :
1. Silakan login CBIS
2. Pilih menu Edit Biodata, user email institusi dan password awal akan muncul paling bawah
3. Silakan buka https://mail.google.com dengan Chrome Browser (recommended)
4. Isikan username secara lengkap dan passwordnya
5. Silakan ganti password setelah login pertama kali di akun email (mohon password baru untuk di simpan)
6. Silakan isikan data nomor HP dan email pemulihan, digunakan saat lupa password/reset password
7. Silakan menggunakan akun email institusi secara bijak
8. Untuk mahasiswa yang di CBIS nya belum muncul, silakan membuka tiket di helpdesk.upnyk.ac.id dengan subjek email institusi belum ada";email;lokasi dan fasilitas
apakah email mhs akan otomatis ada/aktif semenjak terdaftar sebagai mhs?;"Pada tahun ajaran 2020/2021 UPN Veteran Yogyakarta telah membuat email institusi untuk setiap mahasiswa dengan alamat email nim@student.upnyk.ac.id dengan panduan login pertama terlampir.
Panduan login pertama kali email institusi @student.upnyk.ac.id :
1. Silakan login CBIS
2. Pilih menu Edit Biodata, user email institusi dan password awal akan muncul paling bawah
3. Silakan buka https://mail.google.com dengan Chrome Browser (recommended)
4. Isikan username secara lengkap dan passwordnya
5. Silakan ganti password setelah login pertama kali di akun email (mohon password baru untuk di simpan)
6. Silakan isikan data nomor HP dan email pemulihan, digunakan saat lupa password/reset password
7. Silakan menggunakan akun email institusi secara bijak
8. Untuk mahasiswa yang di CBIS nya belum muncul, silakan membuka tiket di helpdesk.upnyk.ac.id dengan subjek email institusi belum ada";email;lokasi dan fasilitas
bagaimana cara agar mahasiswa baru dapat mendapatkan email siswa?;"Pada tahun ajaran 2020/2021 UPN Veteran Yogyakarta telah membuat email institusi untuk setiap mahasiswa dengan alamat email nim@student.upnyk.ac.id dengan panduan login pertama terlampir.
Panduan login pertama kali email institusi @student.upnyk.ac.id :
1. Silakan login CBIS
2. Pilih menu Edit Biodata, user email institusi dan password awal akan muncul paling bawah
3. Silakan buka https://mail.google.com dengan Chrome Browser (recommended)
4. Isikan username secara lengkap dan passwordnya
5. Silakan ganti password setelah login pertama kali di akun email (mohon password baru untuk di simpan)
6. Silakan isikan data nomor HP dan email pemulihan, digunakan saat lupa password/reset password
7. Silakan menggunakan akun email institusi secara bijak
8. Untuk mahasiswa yang di CBIS nya belum muncul, silakan membuka tiket di helpdesk.upnyk.ac.id dengan subjek email institusi belum ada";email;lokasi dan fasilitas
bagaimana cara log in email @student upnyk ac id?;"Pada tahun ajaran 2020/2021 UPN Veteran Yogyakarta telah membuat email institusi untuk setiap mahasiswa dengan alamat email nim@student.upnyk.ac.id dengan panduan login pertama terlampir.
Panduan login pertama kali email institusi @student.upnyk.ac.id :
1. Silakan login CBIS
2. Pilih menu Edit Biodata, user email institusi dan password awal akan muncul paling bawah
3. Silakan buka https://mail.google.com dengan Chrome Browser (recommended)
4. Isikan username secara lengkap dan passwordnya
5. Silakan ganti password setelah login pertama kali di akun email (mohon password baru untuk di simpan)
6. Silakan isikan data nomor HP dan email pemulihan, digunakan saat lupa password/reset password
7. Silakan menggunakan akun email institusi secara bijak
8. Untuk mahasiswa yang di CBIS nya belum muncul, silakan membuka tiket di helpdesk.upnyk.ac.id dengan subjek email institusi belum ada";email;lokasi dan fasilitas
bagaimana cara untuk login akun e-mail @student upnyk ac id?;"Pada tahun ajaran 2020/2021 UPN Veteran Yogyakarta telah membuat email institusi untuk setiap mahasiswa dengan alamat email nim@student.upnyk.ac.id dengan panduan login pertama terlampir.
Panduan login pertama kali email institusi @student.upnyk.ac.id :
1. Silakan login CBIS
2. Pilih menu Edit Biodata, user email institusi dan password awal akan muncul paling bawah
3. Silakan buka https://mail.google.com dengan Chrome Browser (recommended)
4. Isikan username secara lengkap dan passwordnya
5. Silakan ganti password setelah login pertama kali di akun email (mohon password baru untuk di simpan)
6. Silakan isikan data nomor HP dan email pemulihan, digunakan saat lupa password/reset password
7. Silakan menggunakan akun email institusi secara bijak
8. Untuk mahasiswa yang di CBIS nya belum muncul, silakan membuka tiket di helpdesk.upnyk.ac.id dengan subjek email institusi belum ada";email;lokasi dan fasilitas
bagaimana tutorial mendapatkan data akun email mahasiswa?;"Pada tahun ajaran 2020/2021 UPN Veteran Yogyakarta telah membuat email institusi untuk setiap mahasiswa dengan alamat email nim@student.upnyk.ac.id dengan panduan login pertama terlampir.
Panduan login pertama kali email institusi @student.upnyk.ac.id :
1. Silakan login CBIS
2. Pilih menu Edit Biodata, user email institusi dan password awal akan muncul paling bawah
3. Silakan buka https://mail.google.com dengan Chrome Browser (recommended)
4. Isikan username secara lengkap dan passwordnya
5. Silakan ganti password setelah login pertama kali di akun email (mohon password baru untuk di simpan)
6. Silakan isikan data nomor HP dan email pemulihan, digunakan saat lupa password/reset password
7. Silakan menggunakan akun email institusi secara bijak
8. Untuk mahasiswa yang di CBIS nya belum muncul, silakan membuka tiket di helpdesk.upnyk.ac.id dengan subjek email institusi belum ada";email;lokasi dan fasilitas
bagaimana tutorial mendapatkan info akun email @student upnyk ac id pertama kali?;"Pada tahun ajaran 2020/2021 UPN Veteran Yogyakarta telah membuat email institusi untuk setiap mahasiswa dengan alamat email nim@student.upnyk.ac.id dengan panduan login pertama terlampir.
Panduan login pertama kali email institusi @student.upnyk.ac.id :
1. Silakan login CBIS
2. Pilih menu Edit Biodata, user email institusi dan password awal akan muncul paling bawah
3. Silakan buka https://mail.google.com dengan Chrome Browser (recommended)
4. Isikan username secara lengkap dan passwordnya
5. Silakan ganti password setelah login pertama kali di akun email (mohon password baru untuk di simpan)
6. Silakan isikan data nomor HP dan email pemulihan, digunakan saat lupa password/reset password
7. Silakan menggunakan akun email institusi secara bijak
8. Untuk mahasiswa yang di CBIS nya belum muncul, silakan membuka tiket di helpdesk.upnyk.ac.id dengan subjek email institusi belum ada";email;lokasi dan fasilitas
dimana saya bisa mendapatkan alamat email institusi?;"Pada tahun ajaran 2020/2021 UPN Veteran Yogyakarta telah membuat email institusi untuk setiap mahasiswa dengan alamat email nim@student.upnyk.ac.id dengan panduan login pertama terlampir.
Panduan login pertama kali email institusi @student.upnyk.ac.id :
1. Silakan login CBIS
2. Pilih menu Edit Biodata, user email institusi dan password awal akan muncul paling bawah
3. Silakan buka https://mail.google.com dengan Chrome Browser (recommended)
4. Isikan username secara lengkap dan passwordnya
5. Silakan ganti password setelah login pertama kali di akun email (mohon password baru untuk di simpan)
6. Silakan isikan data nomor HP dan email pemulihan, digunakan saat lupa password/reset password
7. Silakan menggunakan akun email institusi secara bijak
8. Untuk mahasiswa yang di CBIS nya belum muncul, silakan membuka tiket di helpdesk.upnyk.ac.id dengan subjek email institusi belum ada";email;lokasi dan fasilitas
saya ingin membuat akun email student, apa yang harus saya lakukan?;"Pada tahun ajaran 2020/2021 UPN Veteran Yogyakarta telah membuat email institusi untuk setiap mahasiswa dengan alamat email nim@student.upnyk.ac.id dengan panduan login pertama terlampir.
Panduan login pertama kali email institusi @student.upnyk.ac.id :
1. Silakan login CBIS
2. Pilih menu Edit Biodata, user email institusi dan password awal akan muncul paling bawah
3. Silakan buka https://mail.google.com dengan Chrome Browser (recommended)
4. Isikan username secara lengkap dan passwordnya
5. Silakan ganti password setelah login pertama kali di akun email (mohon password baru untuk di simpan)
6. Silakan isikan data nomor HP dan email pemulihan, digunakan saat lupa password/reset password
7. Silakan menggunakan akun email institusi secara bijak
8. Untuk mahasiswa yang di CBIS nya belum muncul, silakan membuka tiket di helpdesk.upnyk.ac.id dengan subjek email institusi belum ada";email;lokasi dan fasilitas
untuk informasi sandi akun email mahasiswa nya bagaimana cara mendapatkannya pak?;"Pada tahun ajaran 2020/2021 UPN Veteran Yogyakarta telah membuat email institusi untuk setiap mahasiswa dengan alamat email nim@student.upnyk.ac.id dengan panduan login pertama terlampir.
Panduan login pertama kali email institusi @student.upnyk.ac.id :
1. Silakan login CBIS
2. Pilih menu Edit Biodata, user email institusi dan password awal akan muncul paling bawah
3. Silakan buka https://mail.google.com dengan Chrome Browser (recommended)
4. Isikan username secara lengkap dan passwordnya
5. Silakan ganti password setelah login pertama kali di akun email (mohon password baru untuk di simpan)
6. Silakan isikan data nomor HP dan email pemulihan, digunakan saat lupa password/reset password
7. Silakan menggunakan akun email institusi secara bijak
8. Untuk mahasiswa yang di CBIS nya belum muncul, silakan membuka tiket di helpdesk.upnyk.ac.id dengan subjek email institusi belum ada";email;lokasi dan fasilitas
